FECHA CREACIÓN;No. REQUERIMIENTO;DESCRIPCION REQUERIMIENTO ;APLICACIÓN;MÓDULO;GERENCIA;AREA;USUARIO;EMPRESA CONSULTORA;CONSULTOR;ESTADO REQUERIMIENTOS;FECHA ASIGNACIÓN;FECHA ESTIMADA DE ENTREGA;FECHA DE CIERRE;OBSERVACION
15/05/2018;7000001951;AJUSTE TRANSACCIÓN ZCARTERA ;SAP;;CONTRALORIA;CARTERA;DOLY TRIANA;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;PRUEBAS QAS;15/05/2018;;;Pdt. Pruebas QAS del USUARIO 16/06/2018 desde el 16/05/2018 Vacaciones solo prueba ella regresa el 3 de Julio
15/05/2018;7000001952;WA: TAREA DESCARGUE INFO - SARLAFT-CARTERA;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;15/05/2018;;;Pendiente documentacion tecnica
16/05/2018;7000001953;CREACION DEALMACENES DESARROLLO DE PRODUCTOS;;;COMERCIAL;MARCAS PROPIAS;MARTHA PEREZ;SIN ASIGNAR;SIN ASIGNAR;NUEVO;;;;
16/05/2018;7000001954;WA: FORMULARIO PREASOCIADOS PAGINA WEB;WEB;;DESARROLLO EMPRESARIAL;PROMOTORIA;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;;;;Pendiente propuesta comercial WA
16/05/2018;7000001955;WA:AJUSTE PLANO POS;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;ANDERSON CARDENAS;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;01/06/2018;
16/05/2018;7000001956;IN: DESCARGUE INFO ADMINISTRADOR ;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JHOAN BEDOYA;INTERFACES;INTERFACES ;DESARROLLO CONSULTORIA;16/05/2018;;;
16/05/2018;7000001957;WA:LECTURA DE C BARRAS MAS DE 300 UNIDAD;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;;;;
16/05/2018;7000001958;AJUSTE TABLA Y PROGRAMA PRECIOS CONVENIOS;SAP;;COMERCIAL;SOPORTE TECNOLOGICO;FABIAN SANCHEZ;CONSULTORIA ORGANIZACIONAL ;SANDRA MILENA NIÑO;CERRADO;16/05/2018;;13/08/2018;
18/05/2018;7000001959;WA: NUEVOS PLAZOS ESPECIALES SIP ASOCIADOS Y VENDEDORES;WEB;;COMERCIAL;VENTAS;ANDERSON CARDENAS;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;;;;Pendiente documentacion tecnica
18/05/2018;7000001960;PLAZOS NUEVOS PLANO DE MATERIALES SIP ;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;ANDERSON CARDENAS;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;VALIDACION PRD;19/05/2016;;;Validaciones en PRD por el Usuario este seguimiento se hacen una vez se defina la gerencia comercial los productos  para estos plazos en PRD,  las validaciones en QAS fueron correctas.
18/05/2018;7000001961;WA: INSERCIÓN ACTIVIDADES LOGS;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;28/05/2018;
18/05/2018;7000001962;AJUSTES AGENCIA VIRTUAL ACTUAL;WEB;;DESARROLLO EMPRESARIAL;TRADE MARKETING;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;;;;En desarrollo
18/05/2018;7000001963;FTP GEDEON RICHTER;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;HENRY RODRIGUEZ;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;;;;
23/05/2018;7000001965;WA: ACCESO PRE ASO P030024560 ;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;23/05/2018;
23/05/2018;7000001966;MODIFICACION INDICADOR DE IVA DESCONTABLE;SAP;FI-BL-IS;CONTRALORIA;IMPUESTOS;MIRIAM ARDILA;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;PENDIENTE DOCUMENTACIÓN TECNICA;24/05/2018;;;"
Pdt, Usuario, documentación de resultados de validación para cierre
"
23/05/2018;7000001967;CREACION INDICADOR RETE IVA POR PAGOS AL EXTERIOR;SAP;FI-BL-IS;CONTRALORIA;IMPUESTOS;MIRIAM ARDILA;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;PENDIENTE DOCUMENTACIÓN TECNICA;24/05/2018;;;"
Pdt, Usuario, documentación de resultados de validación para cierre
"
23/05/2018;7000001968;MODIFICACION TRANSACCION ZPOLIZAS;;;COMERCIAL;MARCAS PROPIAS;FERNANDO NARVAEZ;SIN ASIGNAR;SIN ASIGNAR;NUEVO;;;;
23/05/2018;7000001969;AJUSTE PROGRAMA ZCDMM_GESTION_ALMACENES VALORES ENTEROS ;SAP;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;N2N BUSINESS SOLUTIONS S.A.S;HANSEL DAVID ESPINOZA;CERRADO;23/05/2018;;26/06/2018;
24/05/2018;7000001970;AJUSTE BAPI EN CENTRO 2200;;;COMERCIAL;SOPORTE TECNOLOGICO;ANDERSON CARDENAS;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;24/05/2018;;04/07/2018;
24/05/2018;7000001971;AJUSTES ADICIONALES CEDIS V2;WEB;;CONTRALORÍA;CONTRALORIA;;INTERFACES;INTERFACES ;DESARROLLO CONSULTORIA;;;;En prd Pendiente confirmacion Contraloria
28/05/2018;7000001975;WA:ADMON PAG/WEB Y APLICACIONES JUNIO.2018;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;HENRY RODRIGUEZ;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;28/05/2018;;09/08/2018;
28/05/2018;7000001976;WA:SOPORT/MANTE.BD MONITOREO JUNIO 2018;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;HENRY RODRIGUEZ;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;28/05/2018;;09/08/2018;
28/05/2018;7000001977;WA: ERROR PLAN RETO;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;28/05/2018;;29/05/2018;
28/05/2018;7000001978;WA: DEVOLUCIÓN DUPLICADA;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;28/05/2018;;29/05/2018;
30/05/2018;7000001979;EWM_CREACIÓN LOTES EN ECC DEV700 PRIMA;;;PROYECTO EWM;PROYECTO EWM;MARIO CASTRO;;PROYECTO EWM;DESARROLLO CONSULTORIA;30/05/2018;;;ajustes del requerimiento / Giovanni 16/06/2018 DESDE EL 01/06/2018, ya que al pasar a pruebas de Usuario en QAS retorna error
30/05/2018;7000001980;DESARROLLO CARGUE DOCUMENTOS INVENTARIO;;;COMERCIAL;SOPORTE TECNOLOGICO;ARMANDO BARRERA;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;30/05/2018;;10/07/2018;
02/06/2018;7000001981;FE: INTEGRACIÓN SAP CON FACTURA ELECTRÓNICA;SAP;;PROYECTO FACTURA ELECTRONICA;PROYECTO FACTURA ELECTRONICA;ARMANDO BARRERA;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;PRUEBAS QAS;02/06/2018;;;Pdt. Pruebas QAS del USUARIO 
06/06/2018;7000001985; WA: AJUSTE PLAN RETO POR GRUPOS;WEB;;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;;;;Pendiente propuesta comercial
06/06/2018;7000001986;WA: ERROR DIGITACIÓN TRANSFE DROG 29890;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;07/06/2018;
06/06/2018;7000001987;WA: PLAN DIVULGACIÓN PANTALLA MODAL;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;;;;En desarrollo
07/06/2018;7000001988;WA: ERROR INVENTARIO PEREIRA;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;07/06/2018;
07/06/2018;7000001989;WA: ACTUALIZACIÓN PLANES COMERCIALES ;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;28/06/2018;
08/06/2018;7000001990;WA: PEDIDOS CSV DUPLICADOS EN CONVENIOS;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;28/06/2018;
12/06/2018;7000001995;WA: CÓDIGOS DE BARRAS POR MATERIAL SIP;WEB;;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;12/06/2018;;;Pendiente respuesta de propuesta comercial WA
12/06/2018;7000001996;AJUSTES PLAZOS ESPECIALES SIP;WEB;;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;PENDIENTE DOCUMENTACIÓN TECNICA;;;;Pendiente documentación tecnica
12/06/2018;7000001997;CREACION CUENTA CONTABLE ;SAP;FI-BL-IS;CONTRALORIA;IMPUESTOS;MYRIAM ARDILA RIAÑO;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;VALIDACION PRD;14/06/2018;;;"
Pdt, Usuario, documentación de resultados de validación para cierre
"
12/06/2018;7000001998;REPORTE CUMPLIMIENTO SEGMENTACIÓN FACTORES DE RIESGO;SAP;;COMERCIAL;SOPORTE TECNOLOGICO;JHON MORENO ;N2N BUSINESS SOLUTIONS S.A.S;HANSEL DAVID ESPINOZA;PRUEBAS QAS;18/07/2018;;;Pruebas en QAS del Usuario
13/06/2018;7000001999;INFO PROVEEDORES INTEGRADA A SIP REPORTES;SAP;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;N2N BUSINESS SOLUTIONS S.A.S;HANSEL DAVID ESPINOZA;CERRADO;06/08/2018;;16/08/2018;
14/06/2018;7000002000;WA: PRODUCTOS EQUIVALENTES SIP;WEB;;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;;;;Pendiente respuesta de propuesta comercial WA
14/06/2018;7000002001;AJUSTE PROGRAMAS EN RUTAS Y FORMATOS DE ARCHIVOS REPORTES PARA PROVEEDORES;;;COMERCIAL;VENTAS;JOHANN BEDOYA;SIN ASIGNAR;SIN ASIGNAR;NUEVO;;;;
14/06/2018;7000002002;CAMBIOS CHEQUES EN FORMAS CONTINUAS;SAP;FI-BL-IS;CONTRALORIA;TESORERIA;CRISTINA BOTERO;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;23/06/2018;;21/08/2018;
14/06/2018;7000002003;CREACIÓN LOTES Y ORDENES DE COMPRA DE CONVENIOS;;;COMERCIAL;SOPORTE TECNOLOGICO;MARIO CASTRO;SIN ASIGNAR;SIN ASIGNAR;NUEVO;;;;
15/06/2018;7000002004;PEDIDOS TRASFERIDOS CEDI COTA;SAP;;COMERCIAL;SOPORTE TECNOLOGICO;ANDERSON CARDENAS;GIOVNNI LOPEZ URBINA;GIOVNNI LOPEZ URBINA;CERRADO;15/06/2018;;16/08/2018;
18/06/2018;7000002005;AJUSTE DE TRANSACCIÓN ZESTADISTICO_KNAPP;;SD-IS;CONTRALORIA;CEDI – PPAL;JUAN OSORIO CEDI;SIN ASIGNAR;SIN ASIGNAR;NUEVO;;;;Está siendo solucionado por Armando Barrera 18/06/2018
21/06/2018;7000002006;AJUSTES CUOTAS REPORTES B.O;BO;BO;COMERCIAL;SOPORTE TECNOLOGICO;PEDRO SANCHEZ;CONSULTORIA ORGANIZACIONAL ;RAUL AMAYA;CERRADO;21/06/2018;;26/06/2018;
22/06/2018;7000002007;NUEVOS CODIGOS OPERACION BANCOS MULTICAH REQUERIMIENTO;SAP;FI;CONTRALORIA;CONTABILIDAD;PABLO MESA;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;DIA A DIA;23/06/2018;;;DIA A DIA 2018
23/06/2018;7000002008;ACTUALIZAR LA VERSION  DEL PROGRAMA ZDIAN_11 A ZDIAN_15;WEB;;CONTRALORIA;CONTABILIDAD;PABLO MESA;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;DESARROLLO CONSULTORIA;25/06/2018;;;Se realizo la identificación y descargue de las notas para aplicar en el sistema DEV / Ricardo Sanchez
25/06/2018;7000002010;INFO DUPLICADA PROGRAMA ZCDMM_GESTION_ALMACENES;SAP;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;N2N BUSINESS SOLUTIONS S.A.S;HANSEL DAVID ESPINOZA;CERRADO;25/06/2018;;08/08/2018;
25/06/2018;7000002011;GENERACIÓN DE FACTURAS EN PDF;SAP;;COMERCIAL;SOPORTE TECNOLOGICO;ARMANDO BARRERA;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;DESARROLLO CONSULTORIA;25/06/2018;;;Pdt. AjustesCONSULTOR 25/06/2018 
26/06/2018;7000002012;WA: ERROR BUSCADOR DROGUERÍAS;WEB;;COMERCIAL;FARMACENTER;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;26/6/2018;;;
28/06/2018;7000002013;WA: ERROR VISUALIZACIÓN INFO;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;28/06/2018;;;se crea REQ
28/06/2018;7000002014;WA:ADMON PAG/WEB Y APLICACIONES JULIO.2018;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;28/06/2018;;;se crea REQ
28/06/2018;7000002015;WA:SOPORT/MANTE.BD MONITOREO JULIO 2018;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;28/06/2018;;;se crea REQ
28/06/2018;7000002016;WA: MODIFICACION APLICATIVO - SARLAFT;WEB;;ADMINISTRATIVA;CUMPLIMIENTO;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;29/06/2018;;;Tambien trabajado por Jorge Quiroga - Pendiente respuesta de propuesta comercial WA
29/06/2018;7000002017;WA: ERROR VISUAL PROVE VITALIS;WEB;;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;29/06/2018;;;
04/07/2018;7000002020;EWM INTEGRACION KNAPP;SAP;;PROYECTO EWM;PROYECTO EWM;;PROYECTO EWM;PROYECTO EWM;DESARROLLO CONSULTORIA;;;;DIA A DIA 2018
04/07/2018;7000002021; ACTUALIZAR LA VERSIÓN ZFIVENTASDROG - REPORTE VENTAS DROGUERÍA ;;;CONTRALORIA;CONTABILIDAD;PABLO MESA;SIN ASIGNAR;SIN ASIGNAR;NUEVO;;;;
06/07/2018;7000002022;WA: ERROR EVOLUCIÓN EN COMPRAS;WEB;;CONTRALORIA;CARTERA;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;06/07/2018;;;
06/07/2018;7000002023;FE: AJUSTE IMPRESIÓN NOTAS DE PROVEEDORES ;SAP;;PROYECTO FACTURA ELECTRONICA;PROYECTO FACTURA ELECTRONICA;ARMANDO BARRERA;N2N BUSINESS SOLUTIONS S.A.S;HANSEL DAVID ESPINOZA;PRUEBAS QAS;06/07/2018;;;Pdt. Pruebas del USUARIO QAS
09/07/2018;7000002025;AJUSTE BOLETIN EVOLUCIÓN EN COMPRAS COOPIDROGAS;SAP;;DESARROLLO EMPRESARIAL;DESARROLLO EMPRESARIAL;ANDERSON CARDENAS;GIOVNNI LOPEZ URBINA;GIOVNNI LOPEZ URBINA;CERRADO;09/07/2018;;09/08/2018;
10/07/2018;7000002026;WA: AJUSTE PROGRAMACIÓN PREMIATÓN;WEB;;COMERCIAL;MERCADEO;RONALD URREGO;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;10/7/2018;;;
11/07/2018;7000002027;EWM: ENTREGA ENTRANTE DE TRASLADO SIN LOTE ECONOMICO;;;PROYECTO EWM;PROYECTO EWM;;;PROYECTO EWM;DESARROLLO CONSULTORIA;11/07/2018;;;AJUSTES EN DEV PRIMA
11/07/2018;7000002028; CREAR TABLA DE CARTERA-SARLAFT;SAP;;COMERCIAL;SOPORTE TECNOLOGICO;JHON MORENO ;N2N BUSINESS SOLUTIONS S.A.S;HANSEL DAVID ESPINOZA;PRUEBAS QAS;19/07/2018;;;Pruebas en QAS del Usuario
12/07/2018;7000002029;WA: IMPLEMENTACIÓN NUTRICIÓN POR TI;WEB;;COMERCIAL;MERCADEO;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;12/07/2018;;;
12/07/2018;7000002030;WA: MODIF CLAUSULA DE AUTO DE TRATAMIENTO DE DATOS;WEB;;ADMINISTRATIVA;CUMPLIMIENTO;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;12/07/2018;;;
16/07/2018;7000002035;CONTABILIAZACION DOCUMENTO TERCEROS;;;CONTRALORIA;CARTERA;DOLY TRIANA;SIN ASIGNAR;SIN ASIGNAR;NUEVO;;;;
16/07/2018;7000002036;EWM_CARGUE DE HORARIOS DE RECEPCIÓN CLIENTES.;WEB;;PROYECTO EWM;PROYECTO EWM;JOHANN BEDOYA;;PROYECTO EWM;DESARROLLO CONSULTORIA;16/07/2018;;;AJUSTES EN DEV PRIMA
17/07/2018;7000002037; FE: CREAR SMARTFORM PARA NOTAS CREDITO;SAP;;PROYECTO FACTURA ELECTRONICA;PROYECTO FACTURA ELECTRONICA;JHON MORENO ;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;DESARROLLO CONSULTORIA;17/07/2018;;;asignado para desarrollo
18/07/2018;7000002038; WA: ACTUALIZACIÓN CHAT Y CONTÁCTENOS;WEB;;ADMINISTRATIVA;SERVICIO AL CLIENTE;DIANA;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;18/07/2018;;;
21/07/2018;7000002039;WA: ERROR ACCESO ASOCIADOS ;WEB;;COMERCIAL;MARCAS PROPIAS;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;21/07/2018;;;
24/07/2018;7000002040;PLANO PRODUCTOS DESCONTINUADOS ;SAP;;COMERCIAL;SOPORTE TECNOLOGICO;ANDERSON CARDENAS;CONSULTORIA ORGANIZACIONAL ;SANDRA MILENA NIÑO;DESARROLLO CONSULTORIA;11/08/2018;;;se asigna a  CONSULTOR 
25/07/2018;7000002041;INFO NO GENERADA PROGRAMA ZCDMM_GESTION_ALMACENES;SAP;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;N2N BUSINESS SOLUTIONS S.A.S;HANSEL DAVID ESPINOZA;VALIDACION PRD;25/07/2018;;;validaciones en PRD del usuario
27/07/2018;7000002042;WA: ANEXAR CÓDIGO VENDEDOR  EN LOGS;WEB;;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;27/07/2018;;;
28/07/2018;7000002043;WA:ADMON PAG/WEB Y APLICACIONES AGOSTO.2018 ;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;;;;
28/07/2018;7000002044;WA:SOPORT/MANTE.BD MONITOREO AGOSTO 2018 ;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;;;;
30/07/2018;7000002045; WA:ERROR EN CONFIRMACIÓN DE FACTURAS PROCESO AUTOMÁTICO FTP;WEB;;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;;;;
31/07/2018;7000002046;PLANESCOMERCIALES-REGISTROCONTABLEXSEPAR;;;GENERAL;COSTOS Y PRESUPUESTOS;MARISOL ARIAS;SIN ASIGNAR;SIN ASIGNAR;NUEVO;;;;
31/07/2018;7000002047;WA: AJUSTES CEDIS EXTENSIÓN REGIONALES;WEB;;COMERCIAL;MERCADEO;ANDERSON CARDENAS;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;31/7/2018;;;Tambien trabajado por Giovanni Lopez
03/08/2018;7000002048;CREACIÓN DE MENSAJES DE IMPRESIÓN PARA ANULACIONES S1 , S2 Y SV;SAP;;COMERCIAL;SOPORTE TECNOLOGICO;ARMANDO BARRERA;CONSULTORIA ORGANIZACIONAL ;SANDRA MILENA NIÑO;PRUEBAS QAS;03/08/2018;;;"
Pdt, Usuario, pruebas del req en QAS
"
06/08/2018;7000002050;EWM_AJUSTE CARGUE DE DEVOLUCIONES SIP A SAP;;;PROYECTO EWM;PROYECTO EWM;JOHANN BEDOYA;;PROYECTO EWM;DESARROLLO CONSULTORIA;06/08/2018;;;Validacion de paso a PRD
09/08/2018;7000002051;FTP : SOLICITUD FORMATO Y REGLAMENTACION PARA AUTOMATIZACIÓN TRANSFERENCIAS SANOFI;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;ANDERSON CARDENAS;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;09/08/2018;;;
09/08/2018;7000002052;FTP : SOLICITUD FORMATO Y REGLAMENTACION PARA AUTOMATIZACIÓN TRANSFERENCIAS GENFAR;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;ANDERSON CARDENAS;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;09/08/2018;;;
13/08/2018;7000002055;CREACIÓN REPORTE TXT PRODUCTO DEL DIA;WEB;BO;COMERCIAL;SOPORTE TECNOLOGICO;PEDRO SANCHEZ;CONSULTORIA ORGANIZACIONAL ;RAUL AMAYA;DESARROLLO CONSULTORIA;13/08/2018;;;Se asigna a Conultor para desarrollo
14/08/2018;7000002056;FE: INCLUSIÓN FACTURA PROVEEDOR AVISO DE DESPACHO MANUAL;SAP - HANA – BO;;PROYECTO FACTURA ELECTRONICA;PROYECTO FACTURA ELECTRONICA;ARMANDO BARRERA;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;DESARROLLO CONSULTORIA;14/08/2018;;;SE ESCALA AL CONSULTOR PARA AJUSTES
14/08/2018;7000002057; WA: PEDIDO BORRADO SIN IDENTIFICACIÓN;WEB;;COMERCIAL;VENTAS;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;14/08/2018;;;
14/08/2018;7000002058;ACUERDOS DE NIVELES DE SERVICIO (ANS) ;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;ANDERSON CARDENAS;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;14/08/2018;;;
15/08/2018;7000002059;ACTUALIZACION NUMERACION DE FACTURACION;SAP;;CONTRALORIA;IMPUESTOS;MIRIAM ARDILA;GIOVNNI LOPEZ URBINA;GIOVNNI LOPEZ URBINA;CERRADO;15/08/2018;;15/08/2018;
16/08/2018;7000002060; WA: ADICIÓN COLUMNA AD MANUAL;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;16/08/2018;;;
17/08/2018;7000002061; WA: CONFIRMACIÓN DE FACTURAS Y ACTUALIZACIÓN DE INVENTARIO;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;JOHANN BEDOYA;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;17/08/2018;;;
17/08/2018;7000002062;WA: IMPLEMENTACIÓN AULA VIRTUAL FUNCIONARIOS;WEB;;COMERCIAL;SOPORTE TECNOLOGICO;RONALD URREGO;WAPLICACIONES;ALEJANDRO ARDILA;DESARROLLO CONSULTORIA;17/08/2018;;;
#N/D;8000001328;CREACION GRUPO MATERIAL 4;SAP;MM-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;05/10/2012;;;
#N/D;8000001329;REGISTRO DE CONDICION PAGO;SAP;MM-IS;CONTRALORIA;CARTERA;;;;CERRADO;;;;
#N/D;8000001330;CREACION RAMO - BRICK;WEB;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
#N/D;8000001331;CREACION GRUPO DE VENDEDORES;SAP – HANA;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
#N/D;8000001332;CREACION CTA VENDA MAS - VIAJE GRATIS;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
#N/D;8000001333;ASIGNACION TEMPORAL OFICINA;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
#N/D;8000001342;BAPI TRANSFERENCIAS - INCONSISTENCIA;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;06/01/2012;;;
#N/D;8000001343;NUEVO PROTOCOLO CUM;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
#N/D;8000001344;CONSECUTIVO SIP;;SD-IS;ADMINISTRATIVA;SISTEMAS;;;;CERRADO;;;;
#N/D;8000001345;NUEVAS RUTAS PREASOCIADOS;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
#N/D;8000001346;MODIFICACION TELEFONOS PEREIRA;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
#N/D;8000001347;MODIFICACION DE 40 A 60 CARACTERES;;SD-IS;CONTRALORIA;LOGISTICA;;;;CERRADO;;;;
#N/D;8000001348;CUENTAS INGRESO PREASOCIADOS;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
#N/D;8000001349;IMPRESION ETIQUETAS GRAN VOLUMEN - KNAPP;;SD-IS;CONTRALORIA;CEDI PPAL – LOGISTICA;;;;CERRADO;;;;
#N/D;8000001350;IMPLEMENTACIÓN VOCOLLECT - BQUILLA;;SD-IS;CONTRALORIA;CEDI PPAL – LOGISTICA;;;;CERRADO;;;;
#N/D;8000001351;RUTAS BQUILLA;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
#N/D;8000001352;MODIFICACION PLANO DOMINIUM PLUS;WEB;SD-IS;DESARROLLO EMPRESARIAL;POS;;;;CERRADO;;;;
#N/D;8000001353;RESOLUCION FACTURAS;SAP;FI-BL-IS;ADMINISTRATIVA;SISTEMAS;;;;CERRADO;;;;
#N/D;8000001354;ACTUALIZACION CUENTAS OBYC;SAP;MM-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
#N/D;8000001355;RESTRICCION USO MOTIVOS VA01 - DEV;WEB;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
#N/D;8000001392;REQUERIMIENTO CUPOS - MODIFICACION SOLIC;;SD-IS;CONTRALORIA;CARTERA;;;;CERRADO;;;;
